ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3256056,HK281276,04/04/2004 05:45:00 AM,042XX W IRVING PARK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,false,false,1731,017,38,16,11,1147410,1926247,2004,04/15/2016 08:55:02 AM,41.953584404,-87.73350404,"(41.953584, -87.733504)"
3256082,HK281398,04/04/2004 08:55:00 AM,108XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2212,022,19,75,08B,1166282,1832834,2004,04/15/2016 08:55:02 AM,41.696865871,-87.666792834,"(41.696866, -87.666793)"
3256111,HK281269,04/04/2004 05:40:00 AM,010XX N MARSHFIELD AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,true,false,1322,012,1,24,11,1165193,1907396,2004,04/15/2016 08:55:02 AM,41.901496017,-87.668669163,"(41.901496, -87.668669)"
3256112,HK281383,04/04/2004 04:00:00 AM,041XX W ARGYLE ST,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,1147677,1932901,2004,04/15/2016 08:55:02 AM,41.971838347,-87.73235095,"(41.971838, -87.732351)"
3256148,HK281669,04/04/2004 02:00:00 AM,023XX S STATE ST,0460,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,0134,001,3,33,08B,1176685,1888774,2004,04/15/2016 08:55:02 AM,41.85014407,-87.627021086,"(41.850144, -87.627021)"
3256210,HK281307,04/04/2004 06:30:00 AM,057XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0824,008,14,63,07,1156363,1866367,2004,04/15/2016 08:55:02 AM,41.789090859,-87.702210248,"(41.789091, -87.70221)"
3256365,HK281428,04/04/2004 09:30:00 AM,026XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,false,true,2113,001,3,35,08B,1176718,1886997,2004,04/15/2016 08:55:02 AM,41.845267108,-87.626953617,"(41.845267, -87.626954)"
3256367,HK281443,04/04/2004 06:40:00 AM,005XX E 73RD ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,0323,003,6,69,03,1181063,1856732,2004,04/15/2016 08:55:02 AM,41.762118224,-87.61194038,"(41.762118, -87.61194)"
3256381,HK281346,04/04/2004 08:05:17 AM,012XX W HOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2433,024,48,77,05,1166877,1940979,2004,04/15/2016 08:55:02 AM,41.993613302,-87.661516806,"(41.993613, -87.661517)"
3256435,HK281266,04/04/2004 05:45:33 AM,074XX N CLARK ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,2422,024,49,1,06,1163061,1949353,2004,04/15/2016 08:55:02 AM,42.016673054,-87.675316797,"(42.016673, -87.675317)"
3256454,HK281503,04/04/2004 05:00:00 AM,034XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2112,002,2,35,14,1179374,1882312,2004,04/15/2016 08:55:02 AM,41.832350776,-87.617349841,"(41.832351, -87.61735)"
3256481,HK281189,04/04/2004 04:00:00 AM,017XX N KILDARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,false,false,2534,025,31,23,14,1147452,1911229,2004,04/15/2016 08:55:02 AM,41.912372857,-87.733735745,"(41.912373, -87.733736)"
3256484,HK281380,04/04/2004 08:45:00 AM,0000X E 68TH ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,true,true,0322,003,20,69,04B,1178150,1859952,2004,04/15/2016 08:55:02 AM,41.771020794,-87.622519283,"(41.771021, -87.622519)"
3256494,HK281158,04/04/2004 03:15:00 AM,013XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,2532,025,37,25,14,1141455,1908452,2004,04/15/2016 08:55:02 AM,41.904865386,-87.755836067,"(41.904865, -87.755836)"
3256507,HK283127,04/04/2004 04:00:00 AM,068XX S CORNELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0332,003,5,43,26,1188379,1860054,2004,04/15/2016 08:55:02 AM,41.771062585,-87.585020753,"(41.771063, -87.585021)"
3256514,HK281536,04/04/2004 08:00:00 AM,006XX E 73RD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0323,003,6,69,26,1181973,1856761,2004,04/15/2016 08:55:02 AM,41.762176812,-87.608604252,"(41.762177, -87.608604)"
3256626,HK281388,04/04/2004 06:30:00 AM,006XX E 131ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0533,005,9,54,14,1182813,1818558,2004,04/15/2016 08:55:02 AM,41.657323505,-87.606707116,"(41.657324, -87.606707)"
3256725,HK281229,04/04/2004 04:40:00 AM,050XX N LINCOLN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,BAR OR TAVERN,true,false,2031,020,47,4,04A,1158875,1933280,2004,04/15/2016 08:55:02 AM,41.972655399,-87.691163676,"(41.972655, -87.691164)"
3256752,HK281304,04/04/2004 07:00:00 AM,054XX N ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2011,020,40,4,14,1159024,1935950,2004,04/15/2016 08:55:02 AM,41.979978938,-87.690542101,"(41.979979, -87.690542)"
3256780,HK281439,04/04/2004 09:56:29 AM,032XX S LEAVITT ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,0913,009,12,59,26,1162210,1883139,2004,04/15/2016 08:55:02 AM,41.834995458,-87.680303822,"(41.834995, -87.680304)"
3256868,HK281202,04/04/2004 03:40:00 AM,002XX W ONTARIO ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,true,false,1831,018,42,8,04B,1174473,1904439,2004,04/15/2016 08:55:02 AM,41.893179495,-87.634671454,"(41.893179, -87.634671)"
3256874,HK281386,04/04/2004 03:30:00 AM,080XX S ELLIS AVE,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,0631,006,8,44,03,1184287,1851998,2004,04/15/2016 08:55:02 AM,41.749052851,-87.600271986,"(41.749053, -87.600272)"
3256877,HK281236,04/04/2004 04:44:00 AM,015XX N KINGSBURY ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,1822,018,32,8,04B,1169531,1910210,2004,04/15/2016 08:55:02 AM,41.909124467,-87.652653293,"(41.909124, -87.652653)"
3256912,HK282818,04/04/2004 02:30:00 AM,065XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0321,003,20,42,08B,1184346,1861859,2004,04/15/2016 08:55:02 AM,41.77611101,-87.599747632,"(41.776111, -87.599748)"
3256913,HK281427,04/04/2004 09:30:00 AM,031XX S HALSTED ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,11,60,08B,1171482,1884012,2004,04/15/2016 08:55:02 AM,41.83719258,-87.646256621,"(41.837193, -87.646257)"
3256919,HK281476,04/04/2004 09:00:00 AM,005XX E 87TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0632,006,6,44,05,1181354,1847086,2004,04/15/2016 08:55:02 AM,41.735641835,-87.611170564,"(41.735642, -87.611171)"
3256946,HK282182,04/04/2004 09:00:00 AM,018XX N CLARK ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1814,018,43,7,06,1174553,1912486,2004,04/15/2016 08:55:02 AM,41.915259074,-87.634136763,"(41.915259, -87.634137)"
3256976,HK282475,04/04/2004 02:00:00 AM,015XX N HUDSON AVE,0810,THEFT,OVER $500,STREET,false,false,1821,018,43,8,06,1173036,1910505,2004,04/15/2016 08:55:02 AM,41.909856915,-87.639768864,"(41.909857, -87.639769)"
3257241,HK281180,04/04/2004 03:50:00 AM,017XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2532,025,37,25,08B,1141130,1910968,2004,04/15/2016 08:55:02 AM,41.911775572,-87.756967805,"(41.911776, -87.756968)"
3257295,HK282151,04/04/2004 05:00:00 AM,031XX N MAJOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,30,19,14,1137824,1920297,2004,04/15/2016 08:55:02 AM,41.937435705,-87.768887632,"(41.937436, -87.768888)"
3257337,HK281226,04/04/2004 04:20:00 AM,001XX W 103RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,0512,005,34,49,26,1177159,1836658,2004,04/15/2016 08:55:02 AM,41.707121584,-87.626852864,"(41.707122, -87.626853)"
3257421,HK284191,04/04/2004 09:00:00 AM,016XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2534,025,30,23,06,1149136,1910494,2004,04/15/2016 08:55:02 AM,41.910323474,-87.727568199,"(41.910323, -87.727568)"
3257541,HK284883,04/04/2004 02:00:00 AM,039XX W SCHOOL ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1732,017,30,21,07,1149729,1921656,2004,04/15/2016 08:55:02 AM,41.940941484,-87.725098867,"(41.940941, -87.725099)"
3257586,HK281352,04/04/2004 07:55:00 AM,047XX N ROCKWELL ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1911,019,47,4,03,1158183,1931335,2004,04/15/2016 08:55:02 AM,41.967332425,-87.69376169,"(41.967332, -87.693762)"
3257685,HK281303,04/04/2004 07:05:56 AM,059XX W RICE ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1511,015,29,25,08B,1136725,1905061,2004,04/15/2016 08:55:02 AM,41.895646125,-87.773292365,"(41.895646, -87.773292)"
3257704,HK281365,04/04/2004 04:30:00 AM,0000X N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1513,015,29,25,08B,1138599,1899820,2004,04/15/2016 08:55:02 AM,41.88123038,-87.766536629,"(41.88123, -87.766537)"
3257722,HK280380,04/04/2004 03:00:00 AM,024XX W FOSTER AVE,0325,ROBBERY,VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),false,false,2011,020,40,4,03,1159187,1934460,2004,04/15/2016 08:55:02 AM,41.975886952,-87.689983804,"(41.975887, -87.689984)"
3257824,HK279659,04/04/2004 04:00:00 AM,033XX W IRVING PARK RD,0460,BATTERY,SIMPLE,ALLEY,false,false,1733,017,35,16,08B,1153194,1926391,2004,04/15/2016 08:55:02 AM,41.953866494,-87.712237523,"(41.953866, -87.712238)"
3257902,HK281217,04/04/2004 04:40:54 AM,0000X N CENTRAL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1513,015,29,25,06,1139048,1899783,2004,04/15/2016 08:55:02 AM,41.881120698,-87.7648888,"(41.881121, -87.764889)"
3257959,HK281211,04/04/2004 03:40:00 AM,039XX N MILWAUKEE AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,1731,017,38,15,03,1144050,1925835,2004,04/15/2016 08:55:02 AM,41.952517709,-87.745866243,"(41.952518, -87.745866)"
3258015,HK281300,04/04/2004 03:30:00 AM,064XX N SHERIDAN RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2432,024,49,1,03,1167090,1943083,2004,04/15/2016 08:55:02 AM,41.999382133,-87.660672514,"(41.999382, -87.660673)"
3258042,HK281419,04/04/2004 09:40:00 AM,002XX W CERMAK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2111,009,25,34,07,1175049,1889742,2004,04/15/2016 08:55:02 AM,41.852837101,-87.632996441,"(41.852837, -87.632996)"
3258081,HK281284,04/04/2004 06:00:00 AM,035XX W 74TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0835,008,18,66,08B,1154166,1855311,2004,04/15/2016 08:55:02 AM,41.758795464,-87.710559551,"(41.758795, -87.71056)"
3258125,HK282560,04/04/2004 09:26:00 AM,0000X N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1513,015,29,25,08B,1138158,1899788,2004,04/15/2016 08:55:02 AM,41.881150549,-87.768156756,"(41.881151, -87.768157)"
3258157,HK281213,04/04/2004 04:10:00 AM,075XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0611,006,17,71,08B,1165653,1854880,2004,04/15/2016 08:55:02 AM,41.757376829,-87.66847241,"(41.757377, -87.668472)"
3258201,HK281286,04/04/2004 05:50:00 AM,079XX S HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,TAVERN/LIQUOR STORE,false,false,0621,006,17,71,04B,1172344,1852279,2004,04/15/2016 08:55:02 AM,41.750094836,-87.644027249,"(41.750095, -87.644027)"
3258251,HK281203,04/04/2004 04:10:00 AM,027XX W 59TH ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,0824,008,16,63,08B,1159238,1865422,2004,04/15/2016 08:55:02 AM,41.786439251,-87.691694369,"(41.786439, -87.691694)"
3258256,HK281852,04/04/2004 09:00:00 AM,079XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0624,006,8,44,06,1182930,1852614,2004,04/15/2016 08:55:02 AM,41.750774838,-87.605225397,"(41.750775, -87.605225)"
3258268,HK281590,04/04/2004 02:00:00 AM,074XX S CAMPBELL AVE,0460,BATTERY,SIMPLE,STREET,false,false,0835,008,18,66,08B,1160994,1855396,2004,04/15/2016 08:55:02 AM,41.758890348,-87.685532825,"(41.75889, -87.685533)"
3258489,HK281337,04/04/2004 08:10:24 AM,014XX N LARAMIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2533,025,37,25,05,1141441,1909045,2004,04/15/2016 08:55:02 AM,41.906492904,-87.75587283,"(41.906493, -87.755873)"
3258493,HK283627,04/04/2004 09:00:00 AM,073XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0323,003,6,69,14,1178432,1856342,2004,04/15/2016 08:55:02 AM,41.761108163,-87.62159508,"(41.761108, -87.621595)"
10405376,HZ141725,01/08/2016 08:30:00 AM,007XX N ROCKWELL ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1221,012,26,24,08A,,,2016,02/06/2016 03:45:18 PM,,,
3258584,HK281272,04/04/2004 05:46:00 AM,010XX W 70TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,0733,007,17,68,04A,1170676,1858404,2004,04/15/2016 08:55:02 AM,41.766939131,-87.649961236,"(41.766939, -87.649961)"
3258620,HK281216,04/04/2004 04:15:00 AM,055XX S MARSHFIELD AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0715,007,15,67,04B,1166285,1867970,2004,04/15/2016 08:55:02 AM,41.793284058,-87.665783832,"(41.793284, -87.665784)"
3258648,HK281289,04/04/2004 06:24:00 AM,069XX S PARNELL AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0732,007,6,68,08B,1173819,1858807,2004,04/15/2016 08:55:02 AM,41.767975909,-87.63842898,"(41.767976, -87.638429)"
3258685,HK281293,04/04/2004 04:30:00 AM,057XX S LAFLIN ST,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,false,false,0713,007,16,67,03,1167315,1866770,2004,04/15/2016 08:55:02 AM,41.789969105,-87.662041276,"(41.789969, -87.662041)"
3258750,HK281328,04/04/2004 07:50:00 AM,055XX S PRINCETON AVE,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,false,false,0711,007,3,68,03,1175229,1868217,2004,04/15/2016 08:55:02 AM,41.793766589,-87.632979778,"(41.793767, -87.63298)"
3258767,HK281296,04/04/2004 03:34:00 AM,032XX S NORMAL AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,0924,009,11,60,11,1173486,1883544,2004,04/15/2016 08:55:02 AM,41.835864125,-87.638917035,"(41.835864, -87.638917)"
3258769,HK281344,04/04/2004 08:00:00 AM,015XX W 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0734,007,17,67,14,1167272,1857644,2004,04/15/2016 08:55:02 AM,41.764927128,-87.662459997,"(41.764927, -87.66246)"
3258866,HK281285,04/04/2004 05:00:00 AM,083XX S EXCHANGE AVE,4220,KIDNAPPING,AGGRAVATED,STREET,false,false,0423,004,10,46,26,1197316,1850435,2004,04/15/2016 08:55:02 AM,41.744449336,-87.552581647,"(41.744449, -87.552582)"
3258881,HK281184,04/04/2004 03:15:00 AM,045XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0833,008,13,65,08B,1147083,1859786,2004,04/15/2016 08:55:02 AM,41.77121341,-87.736404861,"(41.771213, -87.736405)"
3258882,HK282645,04/04/2004 03:00:00 AM,052XX S WASHTENAW AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,true,true,0911,009,14,63,02,1159260,1869840,2004,04/15/2016 08:55:02 AM,41.79856239,-87.691492767,"(41.798562, -87.691493)"
3259229,HK281182,04/04/2004 03:55:31 AM,002XX W ONTARIO ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1831,018,42,8,08B,1174473,1904439,2004,04/15/2016 08:55:02 AM,41.893179495,-87.634671454,"(41.893179, -87.634671)"
3259233,HK281194,04/04/2004 03:56:12 AM,008XX W EVERGREEN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1822,018,32,8,08B,1170635,1909216,2004,04/15/2016 08:55:02 AM,41.906372763,-87.648626876,"(41.906373, -87.648627)"
3259356,HK281204,04/04/2004 04:23:21 AM,0000X E CHESTNUT ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,true,false,1833,018,42,8,26,1176408,1906333,2004,04/15/2016 08:55:02 AM,41.898333269,-87.62750777,"(41.898333, -87.627508)"
3259362,HK281353,04/04/2004 06:30:00 AM,009XX N SEDGWICK ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,1823,018,27,8,26,1173329,1906794,2004,04/15/2016 08:55:02 AM,41.899667232,-87.638802889,"(41.899667, -87.638803)"
3259367,HK281197,04/04/2004 04:00:00 AM,016XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1014,010,24,29,08B,1151323,1891528,2004,04/15/2016 08:55:02 AM,41.858236091,-87.720031886,"(41.858236, -87.720032)"
3259379,HK281183,04/04/2004 02:30:00 AM,009XX W WEED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1822,018,32,8,14,1169697,1910457,2004,04/15/2016 08:55:02 AM,41.909798633,-87.652036281,"(41.909799, -87.652036)"
3259409,HK285916,04/04/2004 04:00:00 AM,065XX S KEDVALE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,false,false,0833,008,13,65,14,1149830,1860872,2004,04/15/2016 08:55:02 AM,41.77414081,-87.726307093,"(41.774141, -87.726307)"
3259432,HK285997,04/04/2004 03:00:00 AM,011XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1824,018,42,8,06,1175324,1908209,2004,04/15/2016 08:55:02 AM,41.903505509,-87.631432802,"(41.903506, -87.631433)"
3259443,HK281242,04/04/2004 04:54:00 AM,010XX N RUSH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1824,018,42,8,24,1176262,1907597,2004,04/15/2016 08:55:02 AM,41.90180504,-87.628005841,"(41.901805, -87.628006)"
3259484,HK281185,04/04/2004 03:58:48 AM,009XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1112,011,27,23,08B,1150548,1906033,2004,04/15/2016 08:55:02 AM,41.898054571,-87.722497712,"(41.898055, -87.722498)"
3259524,HK281401,04/04/2004 09:15:46 AM,063XX S WOLCOTT AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,true,0726,007,15,67,05,1164773,1862624,2004,04/15/2016 08:55:02 AM,41.778646037,-87.671479104,"(41.778646, -87.671479)"
3259607,HK281693,04/04/2004 05:00:00 AM,014XX N HARDING AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2535,025,30,23,06,1149787,1909219,2004,04/15/2016 08:55:02 AM,41.906812109,-87.725209865,"(41.906812, -87.72521)"
3259676,HK281243,04/04/2004 04:56:49 AM,059XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0712,007,16,68,08B,1169668,1865383,2004,04/15/2016 08:55:02 AM,41.786112275,-87.653453718,"(41.786112, -87.653454)"
3259708,HK286334,04/04/2004 02:00:00 AM,021XX W POTOMAC AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,true,1424,014,32,24,26,1161851,1908625,2004,04/15/2016 08:55:02 AM,41.904938884,-87.680910339,"(41.904939, -87.68091)"
3259952,HK283786,04/04/2004 09:20:00 AM,008XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1832,018,42,8,06,1176223,1905805,2004,04/15/2016 08:55:02 AM,41.896888586,-87.628203192,"(41.896889, -87.628203)"
3260001,HK281298,04/04/2004 06:45:21 AM,004XX N WALLER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1512,015,29,25,07,1138262,1902486,2004,04/15/2016 08:55:02 AM,41.888552331,-87.76770957,"(41.888552, -87.76771)"
3260072,HK282143,04/04/2004 07:30:00 AM,056XX S MICHIGAN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,true,0233,002,20,40,04A,1178118,1867712,2004,04/15/2016 08:55:02 AM,41.792315747,-87.622401402,"(41.792316, -87.622401)"
3260134,HK281271,04/04/2004 05:50:00 AM,005XX N DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,1831,018,42,8,08B,1175840,1904001,2004,04/15/2016 08:55:02 AM,41.891946946,-87.629664215,"(41.891947, -87.629664)"
3260152,HK285847,04/04/2004 04:00:00 AM,025XX W FITCH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,2411,024,50,2,07,1158111,1947358,2004,04/15/2016 08:55:02 AM,42.011301687,-87.693586328,"(42.011302, -87.693586)"
3260171,HK281168,04/04/2004 02:20:00 AM,022XX W 21ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1223,012,25,31,08B,1161772,1889696,2004,04/15/2016 08:55:02 AM,41.852997683,-87.681728434,"(41.852998, -87.681728)"
3261043,HK281187,04/04/2004 03:45:00 AM,050XX W DRUMMOND PL,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,false,false,2521,025,31,19,03,1142341,1917157,2004,04/15/2016 08:55:02 AM,41.928736423,-87.752364868,"(41.928736, -87.752365)"
3261081,HK283111,04/04/2004 04:00:00 AM,082XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,0631,006,8,44,06,1183340,1850493,2004,04/15/2016 08:55:02 AM,41.744945058,-87.603788876,"(41.744945, -87.603789)"
3261161,HK281166,04/04/2004 02:30:00 AM,059XX S WENTWORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0233,007,20,68,03,1175978,1865746,2004,04/15/2016 08:55:02 AM,41.786969136,-87.630307356,"(41.786969, -87.630307)"
3261281,HK281193,04/04/2004 03:50:00 AM,009XX N PULASKI RD,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1112,011,27,23,08B,1149550,1906009,2004,04/15/2016 08:55:02 AM,41.898008153,-87.726163929,"(41.898008, -87.726164)"
3261563,HK288310,04/04/2004 03:00:00 AM,0000X E OAK ST,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,1833,018,42,8,06,1176523,1907221,2004,04/15/2016 08:55:02 AM,41.900767386,-87.627058537,"(41.900767, -87.627059)"
3262280,HK284975,04/04/2004 05:15:00 AM,017XX N CLYBOURN AVE,0810,THEFT,OVER $500,STREET,false,false,1813,018,43,7,06,1169797,1911419,2004,04/15/2016 08:55:02 AM,41.912436235,-87.651640838,"(41.912436, -87.651641)"
3262285,HK281327,04/04/2004 07:00:00 AM,011XX E 54TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,2131,002,4,41,04B,1184854,1869832,2004,04/15/2016 08:55:02 AM,41.797977684,-87.597635267,"(41.797978, -87.597635)"
3262552,HK281335,04/04/2004 07:00:00 AM,010XX S CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1131,011,24,25,03,1144541,1895203,2004,04/15/2016 08:55:02 AM,41.868451003,-87.744833889,"(41.868451, -87.744834)"
3262580,HK282077,04/04/2004 02:00:00 AM,041XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0214,002,3,38,08B,1177400,1877677,2004,04/15/2016 08:55:02 AM,41.819676878,-87.62473292,"(41.819677, -87.624733)"
3262590,HK281475,04/04/2004 08:30:00 AM,020XX N AVERS AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,true,false,2525,025,30,22,26,1150383,1913294,2004,04/15/2016 08:55:02 AM,41.917982677,-87.722913959,"(41.917983, -87.722914)"
3262702,HK282263,04/04/2004 07:00:00 AM,045XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0914,009,3,61,14,1166432,1874709,2004,04/15/2016 08:55:02 AM,41.811773522,-87.665052667,"(41.811774, -87.665053)"
3263174,HK281137,04/04/2004 03:08:00 AM,045XX W CONGRESS PKWY,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1131,011,24,26,26,1146185,1897305,2004,04/15/2016 08:55:02 AM,41.874188061,-87.738744893,"(41.874188, -87.738745)"
3264233,HK281366,04/04/2004 08:42:51 AM,035XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1133,011,24,27,08B,1152870,1896140,2004,04/15/2016 08:55:02 AM,41.870861476,-87.714231302,"(41.870861, -87.714231)"
3264385,HK281730,04/04/2004 09:00:00 AM,012XX N CALIFORNIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1423,014,26,24,06,1157504,1908043,2004,04/15/2016 08:55:02 AM,41.90343144,-87.696894082,"(41.903431, -87.696894)"
3264430,HK283920,04/04/2004 03:00:00 AM,022XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,1812,018,43,7,06,1171569,1915199,2004,04/15/2016 08:55:02 AM,41.92276991,-87.645019576,"(41.92277, -87.64502)"
